1419930000	4.425000031789144	1419930000	4.210999965667725
1419931800	4.371500015258789	1419931800	4.264499982198079
1419933600	4.371500015258789	1419933600	4.264499982198079
1419935400	4.371500015258789	1419935400	4.371500015258789
1419937200	4.371500015258789	1419937200	4.264499982198079
1419939000	4.371500015258789	1419939000	4.371500015258789
1419940800	4.371500015258789	1419940800	4.371500015258789
1419942600	4.3179999987284345	1419942600	4.3179999987284345
1419944400	4.371500015258789	1419944400	4.425000031789144
1419946200	4.3179999987284345	1419946200	4.3179999987284345
1419948000	4.425000031789144	1419948000	4.425000031789144
1419949800	4.451750040054321	1419949800	4.371500015258789
